NUMBER,HSN_CODE,NAME_OF_COMMODITY,CHAPTER_NO,SUB_CHAPTER,GST_PERCENTAGE_INDIA
6895,8409.00.00,Parts suitable for use solely or principally with the engines of heading 8407 or 8408 ,84,V,28%
6896,8409.10.00,Parts for aircraft engines,84,V,28%
6897,8409.91.00,Parts of spark-ignition internal combustion piston engines,84,V,28%
6898,8409.99.00,Parts of compression-ignition internal combustion piston engines,84,V,28%
6899,8410.00.00,"Hydraulic turbines, water wheels & regulators, therefor",84,IV,18%
6900,8410.11.00,"Hydraulic turbines, water wheels, of a power not exceeding, 1, 000kw",84,IV,18%
6901,8410.12.00,"Hydraulic turbines and water wheels, power 1, 000-10, 000kw",84,IV,18%
6902,8410.13.00,"Hydraulic turbines, water wheels, of a power exceeding 10, 000kw",84,IV,18%
6903,8410.89.10,Machinery used in plant/laboratory equipment,84,IV,18%
6904,8410.90.00,"Parts of hydraulic turbines and water wheels, including regulators",84,IV,18%
6905,8411.00.00,"Turbojets, turbopropellers & other gas turbines - turbo-jets",84,IV,18%
6906,8411.11.00,Turbo-jets of a thrust not exceeding 25kn,84,IV,18%
6907,8411.12.00,Turbo-jets of a thrust exceeding 25kn,84,IV,18%
6908,8411.21.00,"Turbo-propellers of a power not exceeding 1, 100kw",84,IV,18%
6909,8411.22.00,"Turbo-propellers of a power exceeding 1, 100kw",84,IV,18%
6910,8411.60.00,Cut-outs of a kind used in conjunction with internal combustion engine,84,IV,18%
6911,8411.81.00,"Other gas turbines of a power not exceeding 5, 000kw",84,IV,18%
6912,8411.82.00,"Other gas turbines of a power exceeding 5, 000kw",84,IV,18%
6913,8411.91.00,Parts of turbo-jets or turbo-propellers,84,IV,18%
6914,8411.99.00,Parts of other gas turbines,84,IV,18%
6915,8412.00.00,"Other engines and motors (Reaction engines other than turbo jets, Hydraulic power engines and motors, Pneumatic power engines and motors, other, parts) [other than wind turbine or engine]
",84,IV,18%
6916,8412.10.00,Reaction engines other than turbo-jets,84,IV,18%
6917,8412.21.00,"Hydraulic power engines and motors, linear acting",84,IV,18%
6918,8412.29.00,Other hydraulic power engines and motors,84,IV,18%
6919,8412.31.00,"Pneumatic power engines and motors, linear acting",84,IV,18%
6920,8412.39.00,Other pneumatic power engines and motors,84,IV,18%
6921,8412.80.00,Other engines and motors,84,IV,18%
6922,8412.80.30,Wind tubine/engine,84,IV,18%
6923,8412.90.00,Parts of other engines and motors,84,IV,18%
6924,8412.90.90,Parts of tubine/engine,84,IV,18%
6925,8413.00.00,"Power driven pumps primarily designed for handling water, namely, centrifugal pumps (horizontal and vertical), deep tube-well turbine pumps, submersible pumps, axial flow and mixed flow vertical pumps
",84,III,12%
6926,8413.00.00,"Pumps for dispensing fuel or lubricants of the type used in filling stations or garages under 8413 11(except hand pumps under 8413 11 10), Fuel, lubricating or cooling medium pumps for internal combustion piston engines [under 8413 30], concrete pumps [8413 40 00], other rotary positive displacement pumps [under 8413 60]",84,V,28%
6927,8413.11.00,Pumps for dispensing fuel or lubricants,84,V,28%
6928,8413.11.10,Hand pumps,84,II,5%
6929,8413.19.00,"Other pumps for liquids, with a measuring device",84,III,12%
6930,8413.20.00,Hand pumps for liquids,84,II,5%
6931,8413.30.00,"Fuel, lubricating or cooling medium pumps",84,V,28%
6932,8413.40.00,Concrete pumps,84,V,28%
6933,8413.50.00,Other reciprocating positive displacement pumps,84,III,12%
6934,8413.50.21,Deep tubewell turbine pump,84,III,12%
6935,8413.50.29,Other pumps primarily designed to handle water,84,III,12%
6936,8413.50.90,Micro irrigation sprinklers and accessories,84,III,12%
6937,8413.60.00,Other positive rotary displacement pumps,84,V,28%
6938,8413.70.00,Other centrifugal pumps,84,III,12%
6939,8413.70.10,Centrifugal pumps primaily designed to handle water,84,III,12%
6940,8413.70.91,Single and multi stage chemical and process pumps,84,III,12%
6941,8413.70.92,Horizontal split casing pumps,84,III,12%
6942,8413.70.93,Horizontal self priming pumps,84,III,12%
6943,8413.70.94,Vertical turbine driven pumps,84,III,12%
6944,8413.70.95,Boiler feed pumps,84,III,12%
6945,8413.70.96,Slurry pumps,84,III,12%
6946,8413.70.98,Dredger pumps,84,III,12%
6947,8413.81.00,Other pumps for liquids,84,III,12%
6948,8413.81.10,Gas pumps,84,III,12%
6949,8413.81.20,Hydraulic ram,84,III,12%
6950,8413.81.30,Axial flow and mixed flow vertical pump designed primarily for handling water,84,III,12%
6951,8413.82.00,Liquid elevators,84,III,12%
6952,8413.91.00,Parts of pumps for liquids,84,III,12%
6953,8413.91.40,Parts and fittings of hand pumps,84,III,12%
6954,8413.92.00,Parts of liquid elevators,84,III,12%
6955,8414.00.00,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters.",84,V,28%
6956,8414.10.00,Vacuum pumps,84,V,28%
6957,8414.20.00,Hand or foot operated air pumps,84,III,12%
6958,8414.20.10,Bicycle pumps.,,,
6959,8414.20.20,Hand pumps,84,III,12%
6960,8414.30.00,Compressors of a kind used in refrigerating equipment,84,V,28%
6961,8414.40.00,Air compressors mounted on a wheeled chassis for towing,84,V,28%
6962,8414.40.10,Receiprocating air compressors,84,V,28%
6963,8414.40.20,Centrifugal air compressors,84,V,28%
6964,8414.40.30,Screw air compressors,84,V,28%
6965,8414.51.00,"Table, floor, wall, window, ceiling or roof fans",84,V,28%
6966,8414.51.10,Table fans,84,V,28%
6967,8414.51.20,Ceiling fans,84,V,28%
6968,8414.51.30,Pedestal fans,84,V,28%
6969,8414.51.40,Railway carriage fans,84,V,28%
6970,8414.59.00,Other fans,84,V,28%
6971,8414.59.10,Air ciruculators,84,V,28%
6972,8414.60.00,Hoods having a maximum horizontal side not exceeding 120cm,84,V,28%
6973,8414.80.00,Other air pumps and air or gas compressors; other hoods,84,V,28%
6974,8414.80.11,Gas compressors of kind used in air conditioning equipment,84,V,28%
6975,8414.90.00,"Parts of air or vacuum pumps, air or other gas compressors, fans & hoods",84,V,28%
6976,8414.90.90,Parts of  vacuum pumps,84,V,28%
6977,8414.90.90,Parts of hand pumps,84,II,5%
6978,8415.00.00,"Air conditioning machines, comprising a motordriven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated ",84,V,28%
6979,8415.10.00,"Air conditioning machines, window or wall types, self-contained",84,V,28%
6980,8415.81.00,"Refrigerating unit, a valve for reversal of the cooling/heat cycle",84,V,28%
6981,8415.82.00,"Other air conditioning machines, incorporating a refrigerating unit",84,V,28%
6982,8415.83.00,"Air conditioning machines, not incorporating a refrigerating unit",84,V,28%
6983,8415.90.00,Parts of air conditioning machines,84,V,28%
6984,8416.00.00,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances ",84,IV,18%
6985,8416.10.00,Furnace burners for liquid fuel,84,IV,18%
6986,8416.20.00,"Other furnace burners, including combination burners",84,IV,18%
6987,8416.30.00,"Mechanical stokers, mechanical grates, mechanical ash dischargers",84,IV,18%
6988,8416.90.00,"Parts of furnace burners, mechanical stokers, mechanical grates, the like",84,IV,18%
6989,8417.00.00,"Industrial or laboratory furnaces and ovens, including incinerators, non-electric ",84,IV,18%
6990,8417.10.00,"Furnaces and ovens for the roasting, melting or other heat-treatment",84,IV,18%
6991,8417.20.00,"Bakery ovens, including biscuit ovens, non-electric",84,IV,18%
6992,8417.80.00,"Other industrial or laboratory furnaces and ovens, non-electric",84,IV,18%
6993,8417.90.00,Parts of industrial or laboratory furnaces and ovens,84,IV,18%
6994,8418.00.00,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading 8415 ",84,V,28%
6995,8418.10.00,"Combined refrigerator-freezers, fitted with separate external doors",84,V,28%
6996,8418.16.00,Other refrigerating or freezing equipment; heat pumps,84,V,28%
6997,8418.21.00,"Refrigerators of household type, compression-type",84,V,28%
6998,8418.22.00,"Refrigerators of household type, absorption-type, electrical",84,V,28%
6999,8418.29.00,Other refrigerators of household type,84,V,28%
7000,8418.30.00,"Freezers of the chest type, not exceeding 900l capacity",84,V,28%
7001,8418.40.00,"Freezers of the upright type, not exceeding 900l capacity",84,V,28%
7002,8418.50.00,"Other refrigerating or freezing chests, cabinets, display counters, show-cases & similar furniture",84,V,28%
7003,8418.61.00,Compression type units whose condensers are heat exchangers,84,V,28%
7004,8418.69.00,"Equipment except refrigerators, freezers, cabinets, display counters, showcase and similar furniture",84,V,28%
7005,8418.69.20,Water coolers,84,V,28%
7006,8418.91.00,Furniture designed to receive refrigerating or freezing equipment,84,V,28%
7007,8418.99.00,"Parts of refrigerators, freezers and heat pumps",84,V,28%
7008,8419.00.00,"Storage water heaters, non-electric under 8419 19 (except solar water heater and system), 8419 89 10 [Pressure vessels, reactors, columns or towers or chemical storage tanks] , 8419 89 20 [ Glass lined equipment], 8419 89 30 [Auto claves other than for cooking or heating food, not elsewhere specified or included], 8419 89 40 [Cooling towers and similar plants for direct cooling (without a separating wall) by means of re-circulated water] , 8419 89 60 [Plant growth chambers and rooms and tissue culture chambers and rooms having temperature, humidity or light control], 8419 89 70 [Apparatus for rapid heating of semiconductor devices , apparatus for chemical or physical vapour deposition on semiconductor wafers; apparatus for chemical vapour deposition on LCD substratus].
",84,V,28%
7009,8419.11.00,"Instantaneous gas water heaters, non-electric",84,yet to be notified,--
7010,8419.19.00,"Other instantaneous or storage water heaters, non-electric",84,V,28%
7011,8419.19.00,Solar water heater and system.,84,II,5%
7012,8419.20.00,"Medical, surgical or laboratory sterilizers",84,yet to be notified,--
7013,8419.31.00,Dryers for agricultural products,84,yet to be notified,--
7014,8419.32.00,"Dryers for wood, paper pulp, paper or paperboard",84,yet to be notified,--
7015,8419.39.00,Other dryers other than household machinery,84,yet to be notified,--
7016,8419.40.00,Distilling or rectifying plant,84,yet to be notified,--
7017,8419.50.00,Heat exchange units,84,yet to be notified,--
7018,8419.50.10,Heat Exchangers ,84,yet to be notified,--
7019,8419.50.10,Heat Exchangers/Condensers                                                             ,84,yet to be notified,--
7020,8419.60.00,Machinery for liquefying air or other gas,84,yet to be notified,--
7021,8419.81.00,Making hot drinks or for cooking or heating food machinery & equipment,84,yet to be notified,--
7022,8419.89.00,Other apparatus for treatment of materials by temperature,84,yet to be notified,--
7023,8419.89.10,Blenders for Power Mixing-double cone & ribbon type,84,yet to be notified,--
7024,8419.89.10,Distallation Columns ,84,yet to be notified,--
7025,8419.89.10,Dryers for product drying-Rotary Cone Vaccum type ,84,yet to be notified,--
7026,8419.89.10,"Evaporators for multi effect evaporation, falling film, risingfilm",84,yet to be notified,--
7027,8419.89.10,"Filtersfor Liquid Filtration like Leaf Filters, Nutsche Filters etc        ",84,yet to be notified,--
7028,8419.89.10,Hydrogenators,84,yet to be notified,--
7029,8419.89.10,Product Receivers used in the process treatments of materials,84,yet to be notified,--
7030,8419.89.10,"Storage Vessels for liquid raw material, intermediate storage",84,yet to be notified,--
7031,8419.89.20,"Pressure vessels, reactors, columns or towers or chemical storage tanks",84,V,28%
7032,8419.89.30,"Auto claves other than for cooking or heating food, not elsewhere specified or included",84,V,28%
7033,8419.89.40,Cooling towers and similar plants for direct cooling (without a separating wall) by means of recirculated water,84,V,28%
7034,8419.89.50,Pasteurizers,84,yet to be notified,--
7035,8419.89.60,"Plant growth chambers and rooms and tissue culture chambers and rooms having temperature, humidity or light control",84,V,28%
7036,8419.89.70,"Apparatus for rapid heating of semiconductor devices , apparatus for chemical or physical vapour deposition on semiconductor wafers; apparatus for chemical vapour deposition on LCD substratus",84,V,28%
7037,8419.89.80,Vacuum-vapour plant for deposition of metals,84,yet to be notified,--
7038,8419.90.00,Parts of apparatus for treatment of materials by temperature,84,yet to be notified,--
7039,8419.90.10,Parts of apparatus for treatment of materials by temperature - Domestic type,84,yet to be notified,--
7040,8419.90.90,Parts of apparatus for treatment of materials by temperature - Other,84,yet to be notified,--
7041,8420.00.00,"Calendering or other rolling machines, other than for metals or glass, and cylinders therefor .",84,IV,18%
7042,8420.10.00,"Calendering or other rolling machines, other than for metals or glass842091 : cylinders for calendering or other rolling machines",84,IV,18%
7043,8420.91.00,Parts of Cylinders,84,IV,18%
7044,8420.99.00,Parts of calendering or other rolling machines,84,IV,18%
7045,8421.00.00,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases ",84,IV,18%
7046,8421.11.00,Cream separators,84,IV,18%
7047,8421.12.00,Clothes-dryers,84,IV,18%
7048,8421.19.00,"Other centrifuges, including centrifugal dryers",84,IV,18%
7049,8421.19.00,"Other centrifuges, including centrifugal dryers",84,IV,18%
7050,8421.21.00,Machinery and apparatus for filtering or purifying water,84,IV,18%
7051,8421.21.00,Machinery and apparatus for filtering or purifying water,84,IV,18%
7052,8421.22.00,Machinery for filtering or purifying beverages other than water,84,IV,18%
7053,8421.23.00,Oil or petrol-filters for internal combustion engines,84,IV,18%
7054,8421.29.00,Other filtering or purifying machinery and apparatus for liquids,84,IV,18%
7055,8421.31.00,Intake air filters for internal combustion engines,84,IV,18%
7056,8421.39.00,Other filtering or purifying machinery and apparatus for gases,84,IV,18%
7057,8421.39.20,Air purifiers,84,IV,18%
7058,8421.91.00,"Parts of centrifuges, including centrifugal dryers",84,IV,18%
7059,8421.99.00,"Parts for filtering or purifying machinery, for liquids or gases",84,IV,18%
7060,8422.00.00  ,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat-shrink wrapping machinery); machinery for aerating beverages ",84,yet to be notified,--
7061,8422.11.00,Dish washing machines of the household type,84,V,28%
7062,8422.19.00,Other dish washing machines,84,V,28%
7063,8422.20.00,Machinery for cleaning or drying bottles or other containers,84,yet to be notified,--
7064,8422.30.00,"Machinery for filling, closing, ceiling or lablelling bottles, canes, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages",84,yet to be notified,--
7065,8422.40.00,Other packing or wrapping beverages,84,yet to be notified,--
7066,8422.90.00,"Parts of dish washing machines and machinery for cleaning, drying",84,yet to be notified,--
7067,8423.00.00  ,"Weighing machinery (excluding balances of a sensitivity of 5 centigrams or better), including weight operated counting or checking machines; weighing machine weights of all kinds ",84,V,28%
